,,,PROJECT KALLUUN,,,,,,,,,,,,
,,,,,,,Contact: sglaser@oneearthfuture.org,,,,,,,,
,,,Data entry - Form Section 3,,,,,,,,,,,,
,,,IMPORTANT! Always enter the date as day/month/year on all sheets,,,,,,,,,,,,
BoatID,CatchID,FishID,Date (dd/mm/yy),Region,Landing Site,Vessel ID,Fish type (code),Fish Index,Weight (kg),Length (cm),Fish Group,Notes,Kobo Section 1 Index,Kobo Section 2 Index,Kobo Section 3 Index
Err:539,Err:539,1,2018-11-02,Mogadishu,Lido Beach,1,YFT,1,7.7,76,Err:511,,,,
Err:539,Err:539,2,2018-11-02,Mogadishu,Lido Beach,1,YFT,2,3.6,59,Err:511,,,,
Err:539,Err:539,3,2018-11-02,Mogadishu,Lido Beach,1,YFT,3,4.5,65,Err:511,,,,
Err:539,Err:539,4,2018-11-02,Mogadishu,Lido Beach,1,YFT,4,4.5,67,Err:511,,,,
Err:539,Err:539,5,2018-11-02,Mogadishu,Lido Beach,1,YFT,5,3.2,61,Err:511,,,,
Err:539,Err:539,6,2018-11-02,Mogadishu,Lido Beach,1,MAH,1,9.5,124,Err:511,,,,
Err:539,Err:539,7,2018-11-02,Mogadishu,Lido Beach,2,OTH1,1,2.3,55,Err:511,Aarjoog,,,
Err:539,Err:539,8,2018-11-02,Mogadishu,Lido Beach,2,OTH1,2,3.2,64,Err:511,Aarjoog,,,
Err:539,Err:539,9,2018-11-02,Mogadishu,Lido Beach,2,OTH1,3,2.3,55,Err:511,Aarjoog,,,
Err:539,Err:539,10,2018-11-02,Mogadishu,Lido Beach,2,YFT,1,11,84,Err:511,,,,
Err:539,Err:539,11,2018-11-02,Mogadishu,Lido Beach,2,YFT,2,9.8,85,Err:511,,,,
Err:539,Err:539,12,2018-11-02,Mogadishu,Lido Beach,2,KAW,1,4.5,62,Err:511,,,,
Err:539,Err:539,13,2018-11-02,Mogadishu,Lido Beach,2,KAW,2,4.5,63,Err:511,,,,
Err:539,Err:539,14,2018-11-02,Mogadishu,Lido Beach,2,KAW,3,4.1,59,Err:511,,,,
Err:539,Err:539,15,2018-11-02,Mogadishu,Lido Beach,3,YFT,1,4.5,63,Err:511,,,,
Err:539,Err:539,16,2018-11-02,Mogadishu,Lido Beach,3,YFT,2,4.5,66,Err:511,,,,
Err:539,Err:539,17,2018-11-02,Mogadishu,Lido Beach,3,YFT,3,4.5,66,Err:511,,,,
Err:539,Err:539,18,2018-11-02,Mogadishu,Lido Beach,3,YFT,4,4.5,65,Err:511,,,,
Err:539,Err:539,19,2018-11-02,Mogadishu,Lido Beach,3,YFT,5,4.5,61,Err:511,,,,
Err:539,Err:539,20,2018-11-02,Mogadishu,Lido Beach,3,KAW,1,5,62,Err:511,,,,
Err:539,Err:539,21,2018-11-02,Mogadishu,Lido Beach,3,KAW,2,3.4,55,Err:511,,,,
Err:539,Err:539,22,2018-11-02,Mogadishu,Lido Beach,3,KAW,3,4.5,66,Err:511,,,,
Err:539,Err:539,23,2018-11-02,Mogadishu,Lido Beach,3,KAW,4,8.5,56,Err:511,,,,
Err:539,Err:539,24,2018-11-02,Mogadishu,Lido Beach,3,KAW,5,11,63,Err:511,,,,
Err:539,Err:539,25,2018-11-08,Mogadishu,Lido Beach,1,YFT,1,5,65,Err:511,,,,
Err:539,Err:539,26,2018-11-08,Mogadishu,Lido Beach,1,YFT,2,9,76,Err:511,,,,
Err:539,Err:539,27,2018-11-08,Mogadishu,Lido Beach,1,YFT,3,14,90,Err:511,,,,
Err:539,Err:539,28,2018-11-08,Mogadishu,Lido Beach,1,YFT,4,15,91,Err:511,,,,
Err:539,Err:539,29,2018-11-08,Mogadishu,Lido Beach,1,YFT,5,5,64,Err:511,,,,
Err:539,Err:539,30,2018-11-08,Mogadishu,Lido Beach,1,SKJ,1,8,68,Err:511,,,,
Err:539,Err:539,31,2018-11-08,Mogadishu,Lido Beach,1,SKJ,2,9,73,Err:511,,,,
Err:539,Err:539,32,2018-11-08,Mogadishu,Lido Beach,1,SKJ,3,11,76,Err:511,,,,
Err:539,Err:539,33,2018-11-08,Mogadishu,Lido Beach,1,SKJ,4,9,71,Err:511,,,,
Err:539,Err:539,34,2018-11-08,Mogadishu,Lido Beach,1,SKJ,5,8,74,Err:511,,,,
Err:539,Err:539,35,2018-11-08,Mogadishu,Lido Beach,1,MLS,1,40,161,Err:511,,,,
Err:539,Err:539,36,2018-11-08,Mogadishu,Lido Beach,1,MLS,2,51,169,Err:511,,,,
Err:539,Err:539,37,2018-11-08,Mogadishu,Lido Beach,1,MAH,1,20,150,Err:511,,,,
Err:539,Err:539,38,2018-11-08,Mogadishu,Lido Beach,1,MAH,2,9,120,Err:511,,,,
Err:539,Err:539,39,2018-11-08,Mogadishu,Lido Beach,1,OTS,1,50,205,Err:511,Thresher shark. Difficulty measuring weight.,,,
Err:539,Err:539,40,2018-11-08,Mogadishu,Lido Beach,1,OTS,2,NA,285,Err:511,Thresher shark,,,
Err:539,Err:539,41,2018-11-08,Mogadishu,Lido Beach,1,OTS,3,NA,314,Err:511,Thresher shark,,,
Err:539,Err:539,42,2018-11-08,Mogadishu,Lido Beach,1,OTS,4,NA,300,Err:511,Thresher shark,,,
Err:539,Err:539,43,2018-11-08,Mogadishu,Lido Beach,1,OTS,5,NA,275,Err:511,Thresher shark,,,
Err:539,Err:539,44,2018-11-08,Mogadishu,Lido Beach,2,KAW,1,3,57,Err:511,,,,
Err:539,Err:539,45,2018-11-08,Mogadishu,Lido Beach,2,KAW,2,6,69,Err:511,,,,
Err:539,Err:539,46,2018-11-08,Mogadishu,Lido Beach,2,KAW,3,3,56,Err:511,,,,
Err:539,Err:539,47,2018-11-08,Mogadishu,Lido Beach,2,KAW,4,3,57,Err:511,,,,
Err:539,Err:539,48,2018-11-08,Mogadishu,Lido Beach,2,KAW,5,4,60,Err:511,,,,
Err:539,Err:539,49,2018-11-08,Mogadishu,Lido Beach,3,SKJ,1,9,74,Err:511,,,,
Err:539,Err:539,50,2018-11-08,Mogadishu,Lido Beach,3,RSK,1,34,150,Err:511,Ray. Difficulty measuring weight.,,,
Err:539,Err:539,51,2018-11-08,Mogadishu,Lido Beach,3,RSK,2,22,134,Err:511,Ray. Difficulty measuring weight.,,,
Err:539,Err:539,52,2018-11-08,Mogadishu,Lido Beach,3,OTS,1,NA,292,Err:511,Thresher shark,,,
Err:539,Err:539,53,2018-12-07,Mogadishu,Lido Beach,1,YFT,1,16,93,Err:511,,,,
Err:539,Err:539,54,2018-12-07,Mogadishu,Lido Beach,1,YFT,2,13,87,Err:511,,,,
Err:539,Err:539,55,2018-12-07,Mogadishu,Lido Beach,1,YFT,3,16,93,Err:511,,,,
Err:539,Err:539,56,2018-12-07,Mogadishu,Lido Beach,1,YFT,4,17,97,Err:511,,,,
Err:539,Err:539,57,2018-12-07,Mogadishu,Lido Beach,1,YFT,5,23,104,Err:511,,,,
Err:539,Err:539,58,2018-12-07,Mogadishu,Lido Beach,1,SWO,1,NA,240,Err:511,,,,
Err:539,Err:539,59,2018-12-07,Mogadishu,Lido Beach,1,MAH,1,3,74,Err:511,,,,
Err:539,Err:539,60,2018-12-07,Mogadishu,Lido Beach,2,YFT,1,11,86,Err:511,,,,
Err:539,Err:539,61,2018-12-07,Mogadishu,Lido Beach,2,YFT,2,4,59,Err:511,,,,
Err:539,Err:539,62,2018-12-07,Mogadishu,Lido Beach,2,KAW,1,3,56,Err:511,,,,
Err:539,Err:539,63,2018-12-07,Mogadishu,Lido Beach,2,KAW,2,2,54,Err:511,,,,
Err:539,Err:539,64,2018-12-07,Mogadishu,Lido Beach,2,KAW,3,3,57,Err:511,,,,
Err:539,Err:539,65,2018-12-07,Mogadishu,Lido Beach,2,KAW,4,5,64,Err:511,,,,
Err:539,Err:539,66,2018-12-07,Mogadishu,Lido Beach,2,KAW,5,4,63,Err:511,,,,
Err:539,Err:539,67,2018-12-07,Mogadishu,Lido Beach,2,SFA,1,27,192,Err:511,,,,
Err:539,Err:539,68,2018-12-07,Mogadishu,Lido Beach,2,SFA,2,26,190,Err:511,,,,
Err:539,Err:539,69,2018-12-07,Mogadishu,Lido Beach,3,YFT,1,15,94,Err:511,,,,
Err:539,Err:539,70,2018-12-07,Mogadishu,Lido Beach,3,YFT,2,9,78,Err:511,,,,
Err:539,Err:539,71,2018-12-07,Mogadishu,Lido Beach,3,YFT,3,9,80,Err:511,,,,
Err:539,Err:539,72,2018-12-07,Mogadishu,Lido Beach,3,KAW,1,3,58,Err:511,,,,
Err:539,Err:539,73,2018-12-07,Mogadishu,Lido Beach,3,KAW,2,3,56,Err:511,,,,
Err:539,Err:539,74,2018-12-07,Mogadishu,Lido Beach,3,KAW,3,2,43,Err:511,,,,
